sfid,meid,line_start,col_start,line_end,col_end
4742645,163983444,57,55,57,58
4742656,166612363,33,21,33,22
4743724,164015175,20,4,20,5
4744020,164083560,38,89,38,90
4744598,164117027,30,5,30,7
4744650,164108429,47,7,47,10
4745224,164057698,61,4,61,5
4745355,164073942,12,8,12,11
4745766,166602136,23,35,23,36
4747280,165021427,12,14,12,20
4751448,169156111,15,50,15,51
4752861,164283562,15,12,15,14
4753337,164335779,60,67,60,70
4754250,179041399,60,9,60,9
4755004,171985630,40,8,40,14
4755015,166854548,67,24,67,25
4755977,164385630,33,0,33,1
4756501,167056399,17,98,17,99
4756722,164951756,4,0,4,6
4756818,164446260,35,0,35,0
4757458,169384514,65,8,65,9
4759239,166157177,134,89,134,90
4761654,164653565,95,1,95,2
4763043,164617771,95,4,95,5
4763285,164639546,21,10,21,17
4764266,164652929,30,20,30,21
4764570,171648628,366,15,366,16
4764723,165256725,18,77,18,78
4764780,164737747,33,2,33,3
4765933,164746648,201,28,201,29
4766271,194031948,33,0,33,0
4766545,164764457,15,29,15,30
4768499,164849908,12,0,12,6
4768618,164872910,27,12,27,14
4769180,165886365,6,8,6,14
4770365,174680823,289,21,289,22
4770997,167274034,61,8,61,9
477153,11062375,32,1,32,1
4771888,164992034,13,6,13,12
4771900,172165303,22,4,22,10
4772107,165007192,18,5,18,8
4773162,165093761,36,12,36,15
477395,11096108,38,9,38,10
4775349,165172733,11,4,11,10
4777178,171092747,84,8,84,10
4778801,165189035,18,1,18,1
4779796,165236190,11,37,11,38
478131,11097719,121,8,121,20
4782949,165324426,19,46,19,47
4783169,165345305,31,3,31,4
4786083,165491722,73,18,73,19
4786131,165466877,37,0,37,1
4786193,165996272,47,69,47,70
4787504,165478269,14,25,14,26
478783,11108719,20,2,20,3
4788874,168677894,40,96,40,97
4791033,165645869,123,8,123,9
4791341,165681546,140,52,140,53
4792937,165703076,69,12,69,13
4793522,165789301,120,0,120,1
4795651,167344893,25,8,25,10
4797424,165855367,18,63,18,64
4800421,165932415,16,22,16,26
4800602,165953909,69,35,69,37
4801181,165963581,36,1,36,1
48015,970852,21,21,21,27
4801538,166131405,56,8,56,9
4801781,176875806,187,49,187,51
4802597,166085857,23,4,23,5
4802597,166098802,30,32,30,35
4802721,167262613,82,8,82,9
4802855,166449867,178,63,178,64
4803731,171807097,29,8,29,14
4804482,166140794,12,30,12,31
480491,11461148,10,12,10,13
4809161,166335352,16,75,16,76
4810572,166382481,183,1,183,1
4811883,166407216,32,5,32,5
48127,973369,61,1,61,1
4813061,166461683,183,36,183,38
48135,975925,25,2,25,2
4815107,173436568,18,64,18,69
481554,11209306,16,0,16,1
4817428,166568024,13,47,13,48
4818593,169008831,23,54,23,55
4818693,175229971,66,0,66,1
4820064,166664759,6,84,6,90
4820314,166655765,7,41,7,42
4822957,169120303,33,76,33,77
4823823,179932032,1,0,1,1
4824416,166928300,70,46,70,55
4824536,174033811,6,18,6,19
4824569,166836371,90,26,90,27
4825531,172086093,58,22,58,23
4825692,179029826,58,32,58,38
4826208,166883555,51,5,51,5
4826987,167029940,74,8,74,14
4830241,167020195,9,0,9,1
4831002,167110197,48,0,48,1
4831201,176523074,76,0,76,5
4832267,167101664,11,31,11,34
4832499,167137878,26,8,26,9
4833451,167200713,27,71,27,83
4833508,167137017,18,1,18,1
4833712,167148520,59,0,59,0
4834016,167180593,22,47,22,48
4834041,167184238,11,8,11,11
4835,74112,12,8,12,9
483543,11268765,44,1,44,1
4836015,167254871,61,5,61,5
4838622,171550254,57,4,57,5
4839407,185035750,201,0,201,6
4840581,167547288,24,8,24,16
4840712,167472956,45,96,45,108
4842385,170278631,73,18,73,20
4842987,170250355,52,8,52,18
4843752,167605371,10,0,10,1
4843821,167612439,1,30,1,31
4845577,167697771,38,55,38,56
4846500,170328360,68,36,68,37
4847797,167793331,22,11,22,11
4848469,167756453,22,1,22,1
4848649,167765677,17,1,17,1
4850965,167914564,135,1,135,1
4851508,172881107,1,0,1,2
4852024,178539512,9,8,9,12
4853819,167986677,64,8,64,14
4854301,167922670,4,4,4,5
4854433,167939491,27,19,27,20
4854881,168058348,21,43,21,44
4855576,168016354,43,11,43,17
4855576,172037820,62,55,62,56
4856741,168056958,50,4,50,5
4861251,168197098,15,5,15,5
4862057,168236046,60,8,60,9
4863986,168279152,13,69,13,76
4867088,168399779,18,27,18,28
4867239,168424892,106,26,106,27
4867389,168400189,10,0,10,1
4869114,168515679,38,8,38,15
4869124,168505107,67,5,67,6
4869503,169448536,107,0,107,1
4869845,168524233,25,0,25,0
487119,11345280,36,8,36,9
4872012,168647300,16,8,16,11
4872560,174650959,82,0,82,1
4874553,168745287,52,0,52,1
4874635,171672538,26,80,26,81
4875795,168828455,60,24,60,25
4876138,168807600,73,9,73,10
487626,33108703,21,12,21,13
4880197,168931309,7,28,7,29
4880845,190728239,69,12,69,13
4882562,169000078,11,27,11,67
4884176,169833376,94,1,94,1
4884176,174289385,78,12,78,14
4884763,170132405,43,22,43,24
4885881,171702178,59,4,59,5
4887039,175456640,242,16,242,27
4889075,169272032,29,8,29,13
4890518,169308274,68,4,68,5
4890553,169425568,39,4,39,5
4893683,171919619,76,4,76,5
4895562,169513650,15,7,15,11
4898093,169594918,7,4,7,5
4899831,169727656,93,8,93,13
4899850,169654722,23,34,23,35
4901241,201773871,199,8,199,9
4901308,169808271,85,45,85,48
4904070,170536902,18,50,18,54
4905160,177469296,34,9,34,15
4905221,169824637,7,36,7,41
4906997,170603450,77,35,77,38
4907532,169937212,22,4,22,5
4907916,169985951,45,86,45,87
4909243,170039147,23,40,23,41
4909870,170078029,1,19,1,20
491023,11407459,12,6,12,12
4910303,170102200,52,16,52,17
4910660,170170037,32,8,32,9
4911851,170236341,30,47,30,53
4911991,170181000,27,24,27,34
4914711,170271315,49,15,49,16
4918459,170343993,19,1,19,1
4918818,171525063,80,5,80,13
4919010,170369173,51,16,51,18
492137,17708273,19,0,19,1
4922516,170459801,8,0,8,1
4928699,261866364,39,4,39,5
4928897,170734390,33,4,33,10
4931531,170822599,5,0,5,6
4931739,175654977,43,12,43,14
4933303,175720742,123,12,123,13
4934168,170927005,20,50,20,56
4939614,171100621,18,37,18,38
4940898,171107168,7,0,7,1
4941243,171116879,20,1,20,1
4941656,171155741,18,19,18,25
4942885,171167029,22,46,22,47
4945239,171259073,15,19,15,22
494656,11497691,13,23,13,25
494673,11514015,91,1,91,1
4947771,171912081,4,18,4,19
4950250,171371480,26,8,26,9
4950599,175426928,20,40,20,41
4954239,171484759,489,8,489,14
4954879,171592354,26,28,26,29
4956063,171653292,39,4,39,5
495766,11565452,58,15,58,16
4957933,171595430,42,7,42,13
4960262,171722100,15,28,15,29
4960656,171711082,23,0,23,1
4961107,171734375,13,66,13,79
4962422,171796822,35,56,35,61
4962751,171806287,45,1,45,2
4966811,171991197,32,8,32,14
4968050,172790345,14,14,14,15
4972364,172141329,7,18,7,19
4973574,172187169,17,1,17,1
4978589,172610659,178,8,178,20
498208,11562982,13,17,13,29
4982452,172458185,39,15,39,18
4983653,173770806,15,0,15,1
4984146,173052354,31,33,31,40
4985916,172525672,13,42,13,47
4986893,173770520,32,12,32,13
4988314,172637242,29,8,29,9
4990521,172665857,3,29,3,30
4991013,172728224,46,53,46,54
4991946,172794455,20,7,20,14
4992009,172727305,23,85,23,86
4992091,172763952,134,189,134,190
499461,11588844,9,0,9,6
4995594,172850068,11,2,11,2
4995919,172855262,6,26,6,27
4998997,173021357,22,0,22,6
4999334,173009739,31,1,31,1
4999530,178448889,16,4,16,11
5001865,173099767,124,3,124,3
5005240,185371212,468,5,468,6
5006722,173304024,25,52,25,53
5008477,237468192,7,24,7,25
5010834,173378920,35,55,35,56
5010957,173380844,81,12,81,26
5011122,173383888,11,0,11,1
5011958,173496169,14,12,14,13
5012952,173487551,65,4,65,5
5014659,173506223,18,0,18,1
5015927,176663113,569,15,569,26
50166,1582339,14,76,14,77
5017763,173583543,10,1,10,1
5022403,173722672,23,69,23,70
5023846,173747079,8,8,8,12
5025364,173779362,44,1,44,1
5025364,173794344,44,0,44,1
5026025,173788130,23,0,23,1
5026797,196248857,28,0,28,2
5026993,173882835,34,8,34,10
5027573,176315109,42,0,42,1
5027735,174996939,34,1,34,1
5029432,180180655,23,1,23,2
5031714,174177560,25,7,25,13
5032806,174045161,9,109,9,110
5032954,174005990,26,5,26,5
503421,12065973,67,8,67,14
5034590,174067977,63,0,63,1
5035195,175412991,449,26,449,27
5035257,174149238,129,28,129,29
5036714,175417128,39,37,39,56
5039891,174254208,38,0,38,1
5040224,174458266,32,1,32,1
5045686,183878882,91,48,91,49
5045952,177543266,50,30,50,31
5046767,174597996,21,8,21,11
5047806,175978235,26,84,26,85
5048138,174569848,33,5,33,5
5049016,174614537,43,21,43,22
5052232,174786749,62,1,62,1
505449,11734964,56,3,56,9
5055681,174874153,19,4,19,10
5056659,174891953,47,4,47,5
5063707,175513645,26,0,26,0
5064977,175607419,22,37,22,43
5065382,175161350,17,4,17,5
5065883,175208577,22,12,22,13
5067415,181825752,41,8,41,10
5067429,175241285,78,1,78,2
5067915,175267665,30,8,30,9
5070367,175358438,13,40,13,41
5071319,199683530,21,8,21,14
5072986,175496466,6,6,6,7
5072992,175437533,15,20,15,21
507320,11737978,38,110,38,111
5073727,201171822,55,0,55,1
507600,11742636,13,1,13,1
5076886,177383448,158,5,158,5
5077460,175629222,26,1,26,1
5082297,175822682,41,4,41,5
5082693,175842965,21,5,21,8
5083468,191704977,170,16,170,84
5084939,175924394,34,3,34,3
5085701,175963956,9,4,9,5
5085856,191629551,24,0,24,6
508808,11776741,7,8,7,14
5091842,176178716,6,21,6,22
5092173,176214913,22,4,22,12
5094010,192238415,47,17,47,18
5094106,194020033,94,39,94,42
5094206,176258158,10,8,10,12
5095702,176447828,60,23,60,24
5097409,176378561,23,8,23,12
5099656,176557260,59,64,59,65
5102946,176614714,30,19,30,21
510407,11845002,97,29,97,30
5104181,176679397,37,47,37,49
5105623,177647910,6,11,6,16
5106037,180685658,28,8,28,9
5106401,176722370,17,0,17,1
5106845,176754175,8,21,8,24
5107764,176793178,57,8,57,9
5109203,176845681,31,0,31,1
5109612,182508626,23,20,23,21
5112790,176965331,2,0,2,5
5113187,177076088,21,17,21,19
5113260,176995497,2,0,2,6
5115280,177048386,3,0,3,6
5115745,177064937,2,189,2,189
5117233,177200047,12,7,12,20
511727,11848899,12,8,12,9
5117278,177150417,55,8,55,19
5120165,177210164,92,5,92,5
5120411,177256627,50,0,50,1
5122972,177344858,6,44,6,46
5124365,177484528,22,8,22,9
5126237,179586502,37,13,37,14
5127805,177573867,9,0,9,6
5133657,210881035,15,12,15,17
5133712,178572642,99,16,99,17
5133845,178134386,212,1,212,1
5134241,177745052,22,0,22,1
5134243,177762840,8,0,8,3
5136152,177808558,20,7,20,16
5136751,177842860,20,1,20,1
5137355,179802140,38,8,38,12
5139808,178017783,18,4,18,5
5140487,180214346,24,8,24,14
5140593,178007416,13,5,13,5
5140938,178155381,43,79,43,102
5141414,178051231,25,28,25,29
5143007,178099115,9,6,9,13
514568,11948785,23,8,23,14
5147492,178430992,38,46,38,51
5150928,178454967,49,13,49,14
5152815,178546787,23,31,23,42
5152917,186789669,190,12,190,16
5153388,178533870,15,17,15,19
5156570,178630001,28,10,28,11
5159884,181371028,14,3,14,4
5160499,207378700,14,28,14,34
5161355,179886216,16,17,16,18
5161662,178752236,6,21,6,22
5162756,181586935,46,33,46,34
5164549,178854230,3,15,3,16
5165074,179542732,9,11,9,16
5166140,178921291,26,63,26,69
516668,11963163,37,1,37,1
5167652,181808102,94,38,94,39
5168212,178956526,13,4,13,5
5168342,179400617,115,4,115,5
5173154,179179243,82,37,82,38
5174355,179196737,8,8,8,11
5175288,185046446,211,30,211,31
5175813,187375489,32,8,32,13
5181258,179444580,15,8,15,14
5181807,179471255,25,8,25,9
5182969,179489092,48,12,48,17
5184236,179584651,67,0,67,0
5185388,179684145,26,20,26,31
5186073,179737703,25,31,25,32
5187453,179749748,137,8,137,9
5188107,180250925,71,4,71,10
5190980,179848142,9,2,9,3
519383,12014345,18,1,18,1
5194777,181566132,98,12,98,13
5195085,179958465,17,25,17,38
5195693,182879336,27,22,27,25
5195909,179996729,8,15,8,18
5196452,179995164,12,4,12,5
5198182,182957669,27,8,27,14
5200395,180218817,20,5,20,5
5201096,180165387,10,30,10,31
5201874,180200194,88,37,88,38
520327,12028546,14,1,14,1
5206180,180300463,61,29,61,44
5206267,180318167,8,4,8,5
5208984,180382740,22,8,22,20
5212937,181026366,26,49,26,50
5215698,180613314,10,25,10,26
5216802,195794138,182,16,182,17
521834,12047956,23,1,23,1
5218491,180736386,105,26,105,34
5218952,183512662,21,1,21,1
5220276,210485801,36,0,36,1
5222468,180876355,30,0,30,1
5223161,180894690,21,62,21,63
52241,1435882,93,8,93,14
5224277,180937378,13,137,13,138
5226485,181138839,67,8,67,9
5227399,192916633,25,1,25,1
5227521,181201757,43,68,43,69
5227608,181106503,5,23,5,24
52277,1209909,142,0,142,1
5228180,181106241,20,17,20,18
5228643,181116810,12,1,12,1
5229622,182187253,61,94,61,95
5229935,181177958,10,1,10,1
5231375,181244979,21,4,21,5
5231431,182207469,42,15,42,21
5231448,181239397,46,8,46,14
523191,12109244,76,8,76,16
5231915,181318466,362,16,362,22
523344,12085810,27,1,27,1
5239098,181522274,34,42,34,43
5239197,181546181,55,8,55,14
5241734,181591282,19,6,19,7
5242343,184390428,104,35,104,36
5244543,181676306,50,8,50,9
5244829,181692987,42,3,42,3
5245132,181701034,27,4,27,5
5245218,189518844,32,55,32,56
5245334,181694966,12,22,12,23
5247262,181748986,10,11,10,12
5248102,182236272,22,42,22,43
5248245,181771842,7,8,7,14
5250151,181920874,155,19,155,20
525043,12129138,5,13,5,15
5250833,181887712,32,3,32,4
5253063,181920161,20,8,20,12
5255914,182044824,9,0,9,6
5256456,182043204,7,32,7,36
5256458,184719563,13,35,13,36
525815,12152393,17,3,17,9
5259475,182160375,30,12,30,17
5259930,182214104,46,60,46,73
5260741,182220734,29,81,29,82
5261251,182304477,47,8,47,11
5263635,187523186,49,36,49,38
5264908,183697672,18,8,18,14
5265470,182441893,45,8,45,13
5266359,182460346,24,48,24,51
5266402,182484122,16,16,16,22
5266872,182479683,119,4,119,4
5267660,183209441,15,16,15,17
5269063,182571552,28,39,28,40
5269211,182573205,23,8,23,14
5271639,182699793,30,8,30,14
527207,12188353,18,0,18,0
5273409,182776407,76,0,76,1
5273795,185103037,44,8,44,17
5277115,182857518,20,8,20,15
5278109,182890499,100,1,100,1
5279063,182927139,18,0,18,1
5279489,182926995,5,4,5,5
5280325,200670506,21,22,21,23
5280497,184309178,27,44,27,45
5281618,183053346,32,39,32,43
5281663,182995323,9,8,9,14
5281872,183008504,27,2,27,3
5281988,183011486,85,8,85,9
5285144,183128706,10,8,10,9
5286298,183182116,45,185,45,186
528833,12574136,30,12,30,16
5291533,189837158,206,8,206,13
529195,12287367,58,9,58,16
5292227,183475725,16,8,16,11
5292977,183477420,56,14,56,16
5293239,183470508,59,4,59,10
5293758,183491569,126,35,126,36
5294462,189986575,86,67,86,68
5294994,183640934,26,8,26,21
5298054,187455913,92,1,92,1
5301187,184031505,91,8,91,10
5301219,184102235,87,16,87,17
5301532,183820033,40,59,40,72
5301706,191654075,65,49,65,50
5301900,183892435,61,126,61,127
5302146,183883111,56,37,56,43
5302379,183906241,15,3,15,4
5303914,183928133,2,0,2,4
5305665,184728439,72,66,72,73
5305978,185707637,132,8,132,14
5308980,184118609,34,1,34,1
5309946,184149004,3,4,3,11
5311665,184205574,8,1,8,1
5313050,184815765,58,30,58,32
5313669,184299818,9,0,9,6
5314940,184352350,36,3,36,3
5314997,184344266,14,1,14,1
5316365,184761770,116,46,116,47
5316721,187119812,91,0,91,1
5318254,184481680,40,3,40,3
5319433,184810518,22,64,22,65
5319564,184561042,6,18,6,19
5319607,184947837,123,0,123,1
5320571,184535362,14,22,14,28
5322286,184601584,13,37,13,38
5322636,184679506,8,67,8,68
5324303,184706253,15,19,15,20
5324858,199829294,46,8,46,9
5324897,184719424,20,11,20,19
532529,48972521,23,0,23,1
5325290,184826018,8,0,8,1
5325679,187642933,62,5,62,5
5325836,189994070,8,8,8,14
5326232,184755601,22,4,22,5
5326701,184764519,23,1,23,1
5326782,184775460,21,1,21,1
5330244,184906757,90,19,90,20
5330552,184915997,26,25,26,32
5331520,187756211,19,45,19,46
5333256,185051159,23,4,23,9
5333856,186631060,14,10,14,13
5334119,185109053,20,1,20,1
5334128,185106039,8,37,8,38
5334169,185147749,27,60,27,61
5335862,185186363,81,12,81,13
5336181,185166760,15,23,15,24
533846,12346853,6,48,6,49
533959,12520801,65,48,65,55
5343190,185423718,84,12,84,18
5345142,185494214,70,100,70,101
5347200,185561115,16,5,16,6
5349583,185649289,42,4,42,5
534983,12381114,15,8,15,10
5351223,218772347,223,78,223,79
5352393,185794334,29,133,29,134
5354103,185892374,52,1,52,1
5356908,185965245,8,8,8,14
5357327,185954045,20,87,20,90
5358177,186040051,6,8,6,10
5358850,202222812,372,8,372,14
5359124,201549656,31,4,31,10
536095,12383783,36,4,36,5
5361456,186115705,31,4,31,5
5361805,186123062,14,1,14,1
5362282,186201792,38,1,38,1
5363311,187149532,77,8,77,14
5364271,186218774,39,5,39,5
5365062,186315925,102,12,102,14
5367115,193927871,15,16,15,24
537106,12404737,7,0,7,6
5371742,186601636,15,4,15,5
5372311,188827144,31,1,31,1
5374698,186709822,11,8,11,11
5377914,289976892,17,2,17,3
5379919,186878354,10,46,10,47
5380830,188041622,5,0,5,6
5381259,191521717,56,1,56,2
5381946,186932594,11,29,11,30
538355,12426878,3,0,3,6
5383729,186988968,3,9,3,10
5385307,187067943,46,8,46,11
5386303,187078984,1,0,1,1
5387916,187110735,18,4,18,5
5388163,188328425,61,12,61,17
5389248,192388970,40,8,40,14
538995,12440047,14,0,14,1
5390298,187178761,23,1,23,1
5390988,187196870,23,4,23,5
5393136,187288559,24,1,24,1
5393207,187623976,186,0,186,0
5394394,187528426,41,12,41,13
5394916,187328784,21,40,21,41
5395756,187373312,15,12,15,18
5397312,188652819,21,8,21,21
5398176,187429221,1,0,1,7
5398550,187545141,62,12,62,13
5399495,187475113,72,0,72,1
5399978,187489793,25,0,25,1
5400170,187514841,1,16,1,17
5401900,202013565,8,16,8,17
5401947,188490187,171,28,171,29
5403628,187631550,32,0,32,1
5404093,187696403,22,8,22,9
5404233,187724574,118,44,118,45
5409981,187921171,20,4,20,5
5410085,187924894,19,2,19,2
5410928,187972804,25,4,25,5
5411179,197581919,117,0,117,1
5414832,188090235,16,11,16,12
5417207,188152210,34,21,34,21
5417764,188174177,61,46,61,52
5421524,188539261,21,7,21,13
5424481,188429367,15,25,15,31
5426536,188489074,24,47,24,48
5428671,188591641,23,63,23,64
5428854,189732427,37,43,37,44
5429764,188578316,17,4,17,5
5431211,188758709,97,49,97,50
5432510,191273744,25,46,25,47
5433000,188717104,58,8,58,13
543441,13731468,13,51,13,52
5435006,188770303,22,80,22,81
543619,12569637,23,55,23,58
5438826,189175321,28,18,28,22
5439723,188961011,3,0,3,6
5440062,189019091,17,0,17,1
5440772,189030881,10,4,10,26
5441271,189048094,26,12,26,16
5441897,189203409,128,51,128,53
5443214,189171513,77,81,77,82
5444904,189250816,36,3,36,9
5446883,189311922,81,1,81,1
5447687,189369545,46,26,46,31
5456383,192243211,50,8,50,14
5456525,189597806,11,9,11,12
5456628,189572730,37,12,37,17
5457163,196210426,56,8,56,14
5457630,198447485,69,1,69,1
5457777,189666620,28,4,28,10
5459358,189705777,29,31,29,32
5462669,190120662,63,5,63,5
5463059,195678682,48,4,48,10
5466925,189916565,15,0,15,1
5468305,191304403,102,0,102,0
5469290,203019014,66,0,66,1
5469743,190041191,25,27,25,28
547287,12646879,18,26,18,26
5476431,190280426,14,17,14,18
5477257,190309234,34,0,34,1
5478036,191908907,67,4,67,5
5478964,190470027,21,8,21,11
5480956,190503010,65,12,65,17
5483501,190576521,22,4,22,5
5483700,190580601,36,1,36,7
5483715,190666914,27,8,27,11
5483989,190609055,25,54,25,55
5484101,190623718,59,65,59,77
5484195,190608854,22,54,22,55
5484717,197370809,147,1,147,1
5484728,207364569,132,22,132,30
5485450,190652551,31,40,31,41
5486970,190687060,7,0,7,6
5487730,190898205,154,5,154,5
5487778,190717338,19,0,19,1
5492603,190912987,40,0,40,0
5492698,190851822,10,32,10,33
549449,12712131,7,8,7,14
5494996,190956000,133,4,133,5
5499548,191148911,59,12,59,13
5499946,191132834,29,47,29,51
5500528,192739621,173,4,173,5
5503880,191299671,19,27,19,28
5504429,191285417,23,18,23,21
5504728,191279660,8,8,8,13
550485,12707592,37,2,37,3
5508730,191840743,64,1,64,1
5508978,191470146,6,36,6,45
5509218,191525595,31,4,31,5
5509383,194071510,223,20,223,28
5510601,192834207,69,0,69,1
5511434,191580195,10,3,10,4
5511721,197851606,58,1,58,1
5512082,192525674,8,0,8,1
5512695,191642024,52,5,52,5
5513260,191711877,13,64,13,65
5514001,200593073,89,4,89,5
5514451,191758344,51,58,51,59
5515398,192587385,34,0,34,1
5515908,191760964,10,4,10,5
5516046,191771127,19,1,19,1
5516765,192164647,18,53,18,54
5517248,193020442,59,4,59,5
5517497,197233539,28,37,28,38
5517792,191888115,35,8,35,12
5517823,191882007,71,4,71,5
5518656,191907967,10,39,10,40
5519534,191963936,15,19,15,20
5520583,196184992,126,45,126,49
5520609,215006533,36,4,36,5
552426,12734551,10,41,10,42
5526873,192253134,30,8,30,9
5528630,192288922,16,4,16,5
5530764,192360341,15,0,15,1
5530768,192344729,17,33,17,34
553109,12748182,36,6,36,12
553204,13044480,37,8,37,13
5532871,192474015,40,1,40,1
5535335,193101217,61,8,61,13
5538045,192555992,17,21,17,27
5539041,192588674,22,8,22,9
5541386,192692431,7,4,7,10
5543218,192799222,13,0,13,6
5543384,192783989,20,8,20,10
5543500,193954598,71,0,71,1
5543958,192806857,4,10,4,14
5544581,192842969,20,4,20,5
5545012,193503572,57,6,57,6
5546454,246477564,86,19,86,20
5547299,192971873,40,8,40,9
5549573,193035155,8,12,8,18
5550158,193053481,60,8,60,14
5551107,229371449,11,5,11,5
5553407,200789527,69,0,69,1
5553581,193155016,26,1,26,1
5555344,195422858,210,30,210,31
5555577,203434044,431,16,431,17
5555594,193266171,51,16,51,17
5555742,193212218,11,3,11,9
5556004,193218112,11,33,11,34
5556160,193319687,45,0,45,1
5556780,193299897,22,5,22,6
5557666,193284000,32,8,32,9
555980,12821855,27,12,27,18
5561548,193967614,56,45,56,47
5561729,193465408,60,8,60,12
5562709,193473967,13,16,13,17
5562916,193495279,14,8,14,12
5564355,193650327,90,66,90,67
5566713,193660253,75,2,75,2
5567098,253169954,22,20,22,23
5569349,193761815,228,5,228,5
5569353,193757823,36,5,36,5
5573063,193911503,242,8,242,9
5573964,215986641,12,4,12,13
5578849,194108922,7,3,7,4
5580778,198552445,16,3,16,10
5585652,194393914,15,93,15,94
5585767,194455075,41,4,41,10
5587866,194509199,23,82,23,83
5588379,198624111,371,12,371,13
5588730,194531974,14,60,14,61
5589535,194569906,31,4,31,5
5590884,214241684,128,0,128,1
559143,12893819,77,12,77,13
559166,12897654,33,5,33,5
5593030,194662722,24,2,24,2
5594762,194742011,8,8,8,11
5597176,194800903,13,36,13,37
5597315,194802573,7,4,7,5
5597458,195539594,7,2,7,8
5597692,203312089,35,4,35,5
5599192,194855554,21,83,21,84
5601847,194935604,20,69,20,70
5604037,195030049,38,50,38,51
5605498,195064169,23,0,23,1
5606468,195092066,11,8,11,9
5607448,195763605,72,20,72,21
5609093,195203576,13,23,13,27
5610108,195208792,13,29,13,30
5612116,195345431,29,8,29,14
5612393,195299160,15,41,15,42
5612414,195353742,81,26,81,31
5613062,195306151,9,4,9,7
5614806,196813247,31,4,31,5
5615356,195399685,19,4,19,10
5616333,201068007,94,4,94,5
5619815,195572386,45,1,45,1
5621482,212041485,63,12,63,17
5623957,196848484,157,0,157,1
5624576,195750124,79,31,79,32
5626468,195814459,13,32,13,33
5629491,196567164,164,8,164,9
5629602,196210734,338,1,338,1
5631559,196063473,102,5,102,6
5631597,196030771,19,47,19,48
5634893,199342712,8,0,8,6
5635319,196327723,23,0,23,1
5636657,196257525,73,16,73,17
5640240,196264664,20,4,20,5
5642715,204773583,76,1,76,1
5642727,196337925,82,4,82,5
5642920,196415802,128,16,128,18
5644086,196766380,23,17,23,18
5645818,196456575,14,4,14,5
5646929,197985877,51,4,51,5
5646930,196538297,27,8,27,9
564858,16647919,139,40,139,41
5648802,197901968,35,20,35,24
5649013,198055864,42,3,42,3
565021,13066435,27,0,27,1
5651138,259762652,14,45,14,45
5651745,196687007,25,4,25,8
5651978,198659800,24,51,24,52
5652582,199720778,49,8,49,14
5653446,196801121,44,8,44,15
5653991,244984684,118,4,118,10
5654377,196834026,73,12,73,24
5655098,213739495,83,0,83,1
5655872,216480181,42,24,42,25
5656394,196995493,8,4,8,8
5656394,197707981,18,31,18,32
565647,13336915,73,75,73,76
5657091,196878750,45,0,45,1
5658360,196957032,19,4,19,11
5658376,196970311,231,8,231,9
5659698,196962582,44,4,44,5
5661425,196996089,64,0,64,1
5664441,197183395,7,9,7,9
5664513,197125825,20,4,20,5
5664811,200406110,17,4,17,5
5665062,197172656,75,1,75,1
5665698,198656773,23,17,23,18
5666235,197214905,11,4,11,13
5668180,197306976,33,4,33,4
5668342,197293933,12,4,12,5
5669323,219747065,38,55,38,56
5670734,197405124,89,52,89,53
5672070,203563812,144,56,144,57
5672080,197457383,70,1,70,1
5672099,197549194,254,5,254,10
5672583,197475471,44,8,44,11
5673516,198041397,88,4,88,5
5673890,197558128,145,22,145,28
5674345,197514355,73,1,73,1
5676970,197778870,96,52,96,60
5679387,222605832,142,9,142,11
5679682,197670129,19,4,19,5
5680399,197684645,31,1,31,1
568216,13173673,23,1,23,1
5682570,203471542,20,8,20,9
5682905,197943068,26,2,26,2
5684119,197787197,23,8,23,11
5684121,204752983,109,11,109,15
5684966,197806377,12,69,12,70
5687825,198250169,111,42,111,43
5688021,200512737,39,16,39,17
5689057,198486154,15,0,15,1
5689712,198882354,67,0,67,1
5689925,197976292,11,4,11,10
5690073,197986840,28,4,28,10
5690752,198119066,21,57,21,58
5691353,200957023,36,9,36,10
5691516,203566607,10,31,10,36
5691942,199631263,19,49,19,50
5692418,198060064,24,0,24,1
5694695,198159226,18,1,18,1
5695108,214815555,173,4,173,5
5695676,198192712,20,44,20,51
5695817,206567024,26,32,26,35
5697135,198240399,21,5,21,5
5697919,198275389,12,8,12,10
569821,13239007,128,8,128,12
5698909,199168929,16,18,16,19
5698922,198311889,12,0,12,1
5699373,204870260,109,5,109,5
5699793,198351045,19,4,19,5
5704314,205353020,309,34,309,48
5707385,198653416,30,8,30,22
5707638,198662527,29,0,29,1
5710699,199001819,94,45,94,46
5713590,199407795,109,4,109,5
5715065,198963062,26,23,26,24
5715956,198948934,22,5,22,5
5716169,199177252,14,1,14,1
5716405,198975232,22,4,22,11
5719395,199097409,24,12,24,13
572048,16045077,12,60,12,63
5720543,199194002,92,26,92,27
5722907,207481405,45,24,45,25
5724721,199290127,24,0,24,1
5725084,199308311,19,8,19,9
5726360,199359208,24,0,24,1
5727324,199365571,12,4,12,5
5728174,207712067,109,4,109,5
5728180,199423231,41,54,41,55
572927,13284710,8,11,8,16
5729674,199437759,47,0,47,1
5733298,199549031,9,0,9,6
5734703,203592833,22,20,22,26
573623,13282791,2,7,2,8
5737288,199728526,11,8,11,11
5738207,200884216,65,10,65,11
5738277,208024801,42,0,42,1
5738311,199745022,17,8,17,12
5739570,199832369,33,28,33,30
5743094,199944472,24,3,24,3
5743925,199997937,62,86,62,87
